orgao_codigo;orgao_nome;unidade_codigo;unidade_nome;projeto_atividade_codigo;projeto_atividade_nome;conta_despesa_codigo;conta_despesa_nome;fonte_seq;fonte_grupo;fonte_codigo;fonte_detalhe;fonte_descricao;valor_autorizado;valor_atualizado;liquido_empenhado;saldo_atual
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.1.90.16.00.00;OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL;00940;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);20000.00;20000.00;0.00;20000.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.1.90.94.00.00;INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS;00950;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);30000.00;30000.00;0.00;30000.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.14.00.00;DIÁRIAS - CIVIL;00960;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);100000.00;88000.00;15960.00;72040.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.14.00.00;DIÁRIAS - CIVIL;00961;E;02494;0494/09/02/05/20;Repasse do PROVIGIA Estadual;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.14.00.00;DIÁRIAS - CIVIL;00961;EA;02494;0494/09/02/05/20;Repasse do PROVIGIA Estadual;0.00;7200.00;4130.00;3070.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00972;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);0.00;13700.00;13018.95;681.05
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00970;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);200000.00;150000.00;148400.54;1599.46
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00977;E;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00977;EA;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;67090.88;56263.78;10827.10
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00973;E;00511;0511/01/07/00/00;Taxas - Prestação de Serviços;0.00;27000.00;22198.40;4801.60
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00979;E;01494;0494/09/02/06/20;Bloco de Custeio das Ações e Serviços Públicos de Saúde;0.00;12000.00;10431.03;1568.97
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00978;E;01497;1007/03/02/01/03;Incentivo de Atenção Primária e Saúde Bucal;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00975;E;11497;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666916202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00975;EA;11497;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666916202500;0.00;20500.00;13164.80;7335.20
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00976;E;11498;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000667668202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00976;EA;11498;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000667668202500;0.00;5000.00;3504.39;1495.61
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00974;E;11500;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666976202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00974;EA;11500;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666976202500;0.00;3400.00;3325.00;75.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00971;E;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00971;EA;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;84620.00;83257.88;1362.12
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;01022;E;11507;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 766241 C/C 28268-5;0.00;81086.03;75852.70;5233.33
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;01023;E;11508;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 768598 C/C 28271-5;0.00;58200.00;56322.55;1877.45
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;00999;E;11510;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 768591 C/C 28270-7;0.00;222090.36;220687.27;1403.09
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;01024;E;11512;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 766972 C/C 28303-7;0.00;7000.00;6140.00;860.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.30.00.00;MATERIAL DE CONSUMO;01025;E;11514;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA DE COMISSAO PROPOSTA 803827 C/C 28341-X;0.00;82654.86;82629.41;25.45
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00983;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);0.00;88000.00;82758.58;5241.42
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00984;E;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00984;EA;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;25150.00;23040.00;2110.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00981;E;01064;1064/09/02/06/20;Assistência financeira da União destinada à complementação ao pagamento dos piso;0.00;8000.00;7779.01;220.99
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00981;EA;01064;1064/09/02/06/20;Assistência financeira da União destinada à complementação ao pagamento dos piso;0.00;10000.00;6636.19;3363.81
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00980;E;01494;0494/09/02/06/20;Bloco de Custeio das Ações e Serviços Públicos de Saúde;50000.00;35000.00;0.00;35000.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00982;E;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00982;EA;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;26000.00;25440.75;559.25
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.34.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;00985;E;11508;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 768598 C/C 28271-5;0.00;52000.00;42538.97;9461.03
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00991;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);0.00;89700.00;89197.61;502.39
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00992;E;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;36000.00;36000.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00992;EA;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;12000.00;12000.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00990;E;01494;0494/09/02/06/20;Bloco de Custeio das Ações e Serviços Públicos de Saúde;200000.00;172000.00;0.00;172000.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00994;E;11508;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 768598 C/C 28271-5;0.00;16000.00;15947.75;52.25
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00993;E;19391;1045/01/07/00/00;Taxa de incrição do Concurso Público Centenario do Sul Edital 01_2025;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00993;EA;19391;1045/01/07/00/00;Taxa de incrição do Concurso Público Centenario do Sul Edital 01_2025;0.00;1000.00;1000.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01001;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);0.00;68500.00;68383.10;116.90
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01002;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);0.00;260500.00;258026.98;2473.02
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01008;E;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;1000.00;326.00;674.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01008;EA;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;163500.00;160399.46;3100.54
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01000;E;01494;0494/09/02/06/20;Bloco de Custeio das Ações e Serviços Públicos de Saúde;820000.00;299257.75;61868.45;237389.30
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01009;E;01495;1007/03/02/01/03;Incentivo a Organizaçao da Assistência Farmaceutica;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01007;E;11497;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666916202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01007;EA;11497;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666916202500;0.00;2000.00;1659.67;340.33
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01006;E;11498;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000667668202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01006;EA;11498;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000667668202500;0.00;3000.00;2968.00;32.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01003;E;11499;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000653904202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01003;EA;11499;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000653904202500;0.00;16000.00;15846.00;154.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01005;E;11500;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666976202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01005;EA;11500;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000666976202500;0.00;27000.00;26832.15;167.85
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01004;E;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01004;EA;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;27000.00;21741.12;5258.88
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01013;E;11506;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 766885 C/C 28269-3;0.00;51663.08;45921.14;5741.94
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01012;E;11508;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 768598 C/C 28271-5;0.00;106074.06;103974.92;2099.14
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01011;E;11510;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 768591 C/C 28270-7;0.00;175254.96;175254.28;0.68
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;01014;E;11516;1011/12/02/06/18;CUSTEIO PAP 2026 - EMENDA INDIVIDUAL PROPOSTA 766137 C/C 28351-7;0.00;52737.52;51883.85;853.67
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.40.00.00;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;01010;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);40000.00;0.00;0.00;0.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.46.00.00;AUXÍLIO-ALIMENTAÇÃO;01020;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);8500.00;54600.00;54299.99;300.01
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;3.3.90.46.00.00;AUXÍLIO-ALIMENTAÇÃO;01021;E;01494;0494/09/02/06/20;Bloco de Custeio das Ações e Serviços Públicos de Saúde;0.00;8200.00;8100.00;100.00
06;SECRETARIA DE SAUDE;003;FMS - DEPARTAMENTO DE ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;10.301.0004.2024;Manutenção dos Serviços de Saúde - Atenção Básica;4.4.90.52.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;01031;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);0.00;10000.00;8997.00;1003.00
